dataset_folder,model_folder,run_name,condition,epoch,value
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,50,1.342207
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,51,1.503424
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,52,1.591866
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,53,1.758558
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,54,1.331438
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,55,1.732214
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,56,1.340266
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,57,1.328915
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,58,1.384684
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,59,1.356742
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,60,1.461125
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,61,1.680927
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,62,1.520616
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,63,1.615179
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,64,1.392765
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,65,1.45764
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,66,1.398444
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,67,1.196273
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,68,1.902764
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,69,1.425734
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,70,1.322168
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,71,1.361934
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,72,1.421547
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,73,1.286174
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,74,1.343453
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,75,1.370331
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,76,1.262958
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,77,1.239753
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,78,1.188295
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,79,1.243699
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,80,1.456248
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,81,1.243931
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,82,1.304951
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,83,1.264291
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,84,1.325704
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,85,1.222319
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,86,1.191524
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,87,1.197044
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,88,1.103236
